Price,Close,High,Low,Open,Volume
Ticker,2330.TW,2330.TW,2330.TW,2330.TW,2330.TW
Date,,,,,
2024-01-02,585.7208862304688,585.7208862304688,581.7699864919832,582.7577114266046,26059058
2024-01-03,570.905029296875,577.8191040461451,568.9295793685121,576.8313790819636,37106763
2024-01-04,572.8804931640625,573.8682181522764,569.9173181994208,572.8804931640625,15309129
2024-01-05,568.9295654296875,572.8804651896158,566.9541155497233,570.9050153096516,18158971
2024-01-08,575.8436889648438,577.8191390127506,571.89278886903,574.8559639408903,17761275
2024-01-09,578.806884765625,581.770059943606,575.843709587644,580.7823348842791,22501510
2024-01-10,576.8314819335938,578.8069322141882,572.8805813724048,573.868306512702,13037716
2024-01-11,578.806884765625,581.770059943606,575.843709587644,578.806884765625,23997409
2024-01-12,576.8314819335938,580.7823824947827,573.868306512702,573.868306512702,16496053
2024-01-15,578.806884765625,582.757785002933,577.819159706298,582.757785002933,21143076
2024-01-16,572.8804931640625,580.7822930697737,571.8927681758486,573.8682181522764,27223860
2024-01-17,573.8682250976562,576.8314000981605,570.905050097152,575.8436750979924,42592335
2024-01-18,580.7822875976562,581.7700125765639,577.8191126609336,578.8068376398411,27209996
2024-01-19,618.3158569335938,619.3035819446698,606.4631568006814,617.3281319225177,161106401
2024-01-22,618.3158569335938,625.2299320111259,615.3526819003657,625.2299320111259,65168775
2024-01-23,620.2913208007812,621.2790458339035,614.3649706020476,621.2790458339035,41072439
2024-01-24,619.3035278320312,622.2667026063472,616.3403530577153,620.2912527568033,26635005
2024-01-25,634.1194458007812,634.1194458007812,625.2299208596488,627.2053708465671,52243347
2024-01-26,636.094970703125,638.0704209226999,631.1563451541878,636.094970703125,41153025
2024-01-29,640.0457763671875,640.0457763671875,636.094876513069,638.0703264401283,27825490
2024-01-30,634.1194458007812,639.0580707680771,634.1194458007812,634.1194458007812,36161825
2024-01-31,620.2913208007812,629.1808460988816,618.3158707345367,626.2176709995148,41277950
2024-02-01,620.2913208007812,620.2913208007812,611.4017955026809,617.3281457014144,44946369
2024-02-02,627.2054443359375,627.2054443359375,620.2913685716044,625.2299941175565,26334815
2024-02-05,638.0703735351562,639.0580985715884,630.1685732436991,637.0826484987241,44017740
2024-02-15,688.4443969726562,700.2970982117838,684.4934965596137,700.2970982117838,112945296
2024-02-16,674.6161499023438,690.4197493144045,674.6161499023438,688.4442993878969,44232811
2024-02-19,669.6775512695312,673.6284512770211,665.7266512620414,665.7266512620414,34408673
2024-02-20,678.5670166015625,679.5547415165576,666.7143176216225,666.7143176216225,30166461
2024-02-21,672.6407470703125,674.6161971351298,669.6775719730864,669.6775719730864,30564485
2024-02-22,683.5056762695312,686.4688511666535,676.5916015095793,686.4688511666535,33145643
2024-02-23,688.4443969726562,694.37074759222,687.4566718693957,692.3952973856988,46448923
2024-02-26,689.4320068359375,691.4074567122582,686.4688320214564,691.4074567122582,28798079
2024-02-27,689.4320068359375,692.3951816504186,682.5179322688149,691.4074567122582,33006829
2024-02-29,681.5302734375,689.4320737092391,679.5548233695653,682.5179984714674,54368302
2024-03-01,680.5425415039062,688.4443416955336,679.5548164799528,688.4443416955336,23390635
2024-03-04,716.1006469726562,716.1006469726562,702.2724965483567,705.235671639278,88861397
2024-03-05,721.0392456054688,728.9410455573095,719.0637956175085,725.9778705753693,64403889
2024-03-06,725.9778442382812,728.9410191127232,708.1987949916295,709.1865199497768,43687122
2024-03-07,750.6709594726562,759.5604839927272,744.7446097926089,745.7323347392835,71817344
2024-03-08,774.3763427734375,786.2290418975207,762.5236436493543,785.2413169705138,87139744
2024-03-11,756.597412109375,768.4501130823678,751.6587867039613,758.5728622715404,64759810
2024-03-12,760.5482788085938,761.5360038460076,744.7446782099737,747.707853322215,58110339
2024-03-13,769.4378051757812,775.3641554082005,767.4623550983081,775.3641554082005,36754557
2024-03-14,774.3763427734375,775.3640677004445,760.5481937953404,769.4377181384028,42010806
2024-03-15,743.7569580078125,767.4623590598543,743.7569580078125,761.5360087968438,73316437
2024-03-18,758.1456298828125,759.1379670947009,748.2222577639275,748.2222577639275,43589856
2024-03-19,756.160888671875,759.137900044599,749.2145288021859,752.1915401749098,30152375
2024-03-20,752.1915893554688,763.1072984358252,746.2375662207289,758.1456124902086,41280325
2024-03-21,777.9923095703125,777.9923095703125,766.0842640156649,767.0766011452188,46026103
2024-03-22,778.9846801757812,782.954028864575,769.0613084537968,781.9616916923766,30660820
2024-03-25,774.0230102539062,781.961707794972,773.0306730612731,777.000021831806,19877101
2024-03-26,776.0076904296875,785.9310624300672,770.0536672294597,781.9617136299153,40990702
2024-03-27,773.0307006835938,778.9847240521452,773.0307006835938,778.9847240521452,18794479
2024-03-28,763.1072998046875,770.053660141011,762.1149626137842,768.0689857592043,27190918
2024-03-29,770.0536499023438,771.0459870800529,762.1149524806701,763.1072896583793,9802000
2024-04-01,764.0996704101562,777.000054456042,763.1073331758573,777.000054456042,21041261
2024-04-02,783.9463500976562,783.9463500976562,776.9999900334998,777.9923271855222,37974481
2024-04-03,774.0230102539062,778.9846962170724,772.0383358686398,777.000021831806,30890544
2024-04-08,777.0000610351562,785.9310962194684,777.0000610351562,782.9540844913643,32202226
2024-04-09,812.7241821289062,813.7165193476229,785.9310772235577,788.9080888797075,56857731
